expansion,expansion_id,cardno,name,ruby,card_url,image_url,type,nation,race,grade,power,critical,shield,skill,gift,regulation,rarity,illustrator,effect,flavor
ブースターパック 【DZ-BT15】「虚影襲雷」 2026/06/19(金) 発売 収録国家：ドラゴンエンパイア、ダークステイツ、ブラントゲート、ケテルサンクチュアリ、ストイケイア、イナズマイレブン,296,DZ-BT15/065,アダストフラック・ドラゴン,（アダストフラック・ドラゴン）,https://cf-vanguard.com/cardlist/?cardno=DZ-BT15/065&expansion=296&view=image,https://cf-vanguard.com/wordpress/wp-content/images/cardlist/DZ-BT15/dzbt15_065.png,ノーマルユニット,ドラゴンエンパイア,フレイムドラゴン,グレード 1,パワー 8000,クリティカル 1,シールド 5000,ブースト,-,スタンダード,C,山崎太郎,【自】【(R)】：このユニットがブーストしたバトル終了時、あなたのヴァンガードがグレード３以上の〈フレイムドラゴン〉なら、【コスト】[このユニットをソウルに置く]ことで、相手のリアガードを１枚選び、退却させる。,そうだ。闘志に火をつけろ。燃え残りはナシで行こうぜ。
ブースターパック 【DZ-BT15】「虚影襲雷」 2026/06/19(金) 発売 収録国家：ドラゴンエンパイア、ダークステイツ、ブラントゲート、ケテルサンクチュアリ、ストイケイア、イナズマイレブン,296,DZ-BT15/066,クリメイトヴァルス・ドラゴン,（クリメイトヴァルス・ドラゴン）,https://cf-vanguard.com/cardlist/?cardno=DZ-BT15/066&expansion=296&view=image,https://cf-vanguard.com/wordpress/wp-content/images/cardlist/DZ-BT15/dzbt15_066.png,ノーマルユニット,ドラゴンエンパイア,フレイムドラゴン,グレード 1,パワー 8000,クリティカル 1,シールド 5000,ブースト,-,スタンダード,C,ケセルム,【永】【(R)】：あなたのターン中、あなたのヴァンガードが「ヴィルベイル」を含むグレード３以上で、このターンにあなたが合計【エネルギーブラスト】(10)以上しているなら、このユニットのパワー＋10000。,極大の炎熱が、埋葬の華と燃ゆる。
ブースターパック 【DZ-BT15】「虚影襲雷」 2026/06/19(金) 発売 収録国家：ドラゴンエンパイア、ダークステイツ、ブラントゲート、ケテルサンクチュアリ、ストイケイア、イナズマイレブン,296,DZ-BT15/067,ジオロジクラマー・ドラゴン,（ジオロジクラマー・ドラゴン）,https://cf-vanguard.com/cardlist/?cardno=DZ-BT15/067&expansion=296&view=image,https://cf-vanguard.com/wordpress/wp-content/images/cardlist/DZ-BT15/dzbt15_067.png,ノーマルユニット,ドラゴンエンパイア,アースドラゴン,グレード 1,パワー 8000,クリティカル 1,シールド 5000,ブースト,-,スタンダード,C,石川健太,【自】【ドロップ】：あなたのバトルフェイズに、「グライ」か「アンドラ」を含む、あなたのリアガードが２枚以上同時にソウルに置かれた時、あなたのリアガードすべてがこのカードと別名なら、このカードをユニットのいない後列の(R)にコールしてよい。そうしたなら、そのターン終了時、このユニットをソウルに置く。,巌の大喝は、地を砕いてその意を示す。
ブースターパック 【DZ-BT15】「虚影襲雷」 2026/06/19(金) 発売 収録国家：ドラゴンエンパイア、ダークステイツ、ブラントゲート、ケテルサンクチュアリ、ストイケイア、イナズマイレブン,296,DZ-BT15/068,フラクドラフト・ドラゴン,（フラクドラフト・ドラゴン）,https://cf-vanguard.com/cardlist/?cardno=DZ-BT15/068&expansion=296&view=image,https://cf-vanguard.com/wordpress/wp-content/images/cardlist/DZ-BT15/dzbt15_068.png,ノーマルユニット,ドラゴンエンパイア,ウインドドラゴン,グレード 1,パワー 8000,クリティカル 1,シールド 5000,ブースト,-,スタンダード,C,海野大輔,【自】【(R)】：相手のリアガードがあなたのカードの効果で退却した時、【コスト】[このユニットを退却させる]ことで、あなたは１枚引く。,吹き飛ばす風。その後に破壊の突風が襲い掛かる。
ブースターパック 【DZ-BT15】「虚影襲雷」 2026/06/19(金) 発売 収録国家：ドラゴンエンパイア、ダークステイツ、ブラントゲート、ケテルサンクチュアリ、ストイケイア、イナズマイレブン,296,DZ-BT15/069,喧嘩屋 コンフリクト・ドラゴン,（ブロウラー コンフリクト・ドラゴン）,https://cf-vanguard.com/cardlist/?cardno=DZ-BT15/069&expansion=296&view=image,https://cf-vanguard.com/wordpress/wp-content/images/cardlist/DZ-BT15/dzbt15_069.png,ノーマルユニット,ドラゴンエンパイア,サンダードラゴン,グレード 1,パワー 8000,クリティカル 1,シールド 5000,ブースト,-,スタンダード,C,yuukoo009,【起】【(R)】：あなたのヴァンガードが「喧嘩屋」を含むグレード３以上なら、【コスト】[このユニットを【レスト】させる]ことで、相手の後列のリアガードを１枚選び、ユニットのいない前列の(R)に移動させる。,構えろよ。喧嘩の作法も知らんのか？
ブースターパック 【DZ-BT15】「虚影襲雷」 2026/06/19(金) 発売 収録国家：ドラゴンエンパイア、ダークステイツ、ブラントゲート、ケテルサンクチュアリ、ストイケイア、イナズマイレブン,296,DZ-BT15/070,熱望の悪魔 アモン,（ネツボウノアクマ アモン）,https://cf-vanguard.com/cardlist/?cardno=DZ-BT15/070&expansion=296&view=image,https://cf-vanguard.com/wordpress/wp-content/images/cardlist/DZ-BT15/dzbt15_070.png,ノーマルユニット,ダークステイツ,デーモン,グレード 2,パワー 10000,クリティカル 1,シールド 5000,インターセプト,-,スタンダード,C,デザイン／前田真宏　イラスト／なかざき冬　icon:MAMEX,【自】：このユニットが「アモン」を含むグレード３にライドされた時、１枚引き、【ソウルチャージ】(1)。,力を熱望せし悪魔は、魔界全土に名を轟かせたとされる。
ブースターパック 【DZ-BT15】「虚影襲雷」 2026/06/19(金) 発売 収録国家：ドラゴンエンパイア、ダークステイツ、ブラントゲート、ケテルサンクチュアリ、ストイケイア、イナズマイレブン,296,DZ-BT15/071,魔獄闘臣 アルヴェリッヒ,（マゴクトウシン アルヴェリッヒ）,https://cf-vanguard.com/cardlist/?cardno=DZ-BT15/071&expansion=296&view=image,https://cf-vanguard.com/wordpress/wp-content/images/cardlist/DZ-BT15/dzbt15_071.png,ノーマルユニット,ダークステイツ,デーモン,グレード 2,パワー 10000,クリティカル 1,シールド 5000,インターセプト,-,スタンダード,C,獏狗,【自】：このユニットが「ファヴルニール」を含むグレード３にライドされた時、【コスト】[手札から１枚ソウルに置く]ことで、２枚引く。,混沌渦巻く黄金の洞に、咆哮は轟く。
ブースターパック 【DZ-BT15】「虚影襲雷」 2026/06/19(金) 発売 収録国家：ドラゴンエンパイア、ダークステイツ、ブラントゲート、ケテルサンクチュアリ、ストイケイア、イナズマイレブン,296,DZ-BT15/072,ラチェットパセージ・ドラコキッド,（ラチェットパセージ・ドラコキッド）,https://cf-vanguard.com/cardlist/?cardno=DZ-BT15/072&expansion=296&view=image,https://cf-vanguard.com/wordpress/wp-content/images/cardlist/DZ-BT15/dzbt15_072.png,ノーマルユニット,ダークステイツ,ギアドラゴン,グレード 2,パワー 10000,クリティカル 1,シールド 5000,インターセプト,-,スタンダード,C,オサフネオウジ,【自】：このユニットがインターセプトした時、相手のヴァンガードがグレード３以上で、あなたの前列のリアガードがいないなら、そのバトル中、このユニットのシールド＋5000。あなたの後列のリアガードがいないなら、＋5000ではなく＋15000。,未来は可能性がいっぱいで、明るく綺麗に光るんだ。
ブースターパック 【DZ-BT15】「虚影襲雷」 2026/06/19(金) 発売 収録国家：ドラゴンエンパイア、ダークステイツ、ブラントゲート、ケテルサンクチュアリ、ストイケイア、イナズマイレブン,296,DZ-BT15/073,漆黒の詩人 アモン,（シッコクノシジン アモン）,https://cf-vanguard.com/cardlist/?cardno=DZ-BT15/073&expansion=296&view=image,https://cf-vanguard.com/wordpress/wp-content/images/cardlist/DZ-BT15/dzbt15_073.png,ノーマルユニット,ダークステイツ,デーモン,グレード 1,パワー 8000,クリティカル 1,シールド 5000,ブースト,-,スタンダード,C,デザイン／前田真宏　イラスト／なかざき冬　icon:MAMEX,【自】：このユニットが「熱望の悪魔 アモン」にライドされた時、あなたの山札から「万象統べし冥闇の獄焔」を１枚まで探し、公開して手札に加え、山札をシャッフルする。,甘言に包まれた魔法の罠。それは悪魔の囁きであった。
ブースターパック 【DZ-BT15】「虚影襲雷」 2026/06/19(金) 発売 収録国家：ドラゴンエンパイア、ダークステイツ、ブラントゲート、ケテルサンクチュアリ、ストイケイア、イナズマイレブン,296,DZ-BT15/074,スチームガンナー ピュシュティ,（スチームガンナー ピュシュティ）,https://cf-vanguard.com/cardlist/?cardno=DZ-BT15/074&expansion=296&view=image,https://cf-vanguard.com/wordpress/wp-content/images/cardlist/DZ-BT15/dzbt15_074.png,ノーマルユニット,ダークステイツ,ギアロイド,グレード 1,パワー 8000,クリティカル 1,シールド 5000,ブースト,-,スタンダード,C,れんた,【自】【ソウル】：あなたがノーマルオーダーをプレイした時、【コスト】[【エネルギーブラスト】(2)]することで、このカードを(R)にコールする。,時勢の弾丸は、軽快に音色を奏でる。
ブースターパック 【DZ-BT15】「虚影襲雷」 2026/06/19(金) 発売 収録国家：ドラゴンエンパイア、ダークステイツ、ブラントゲート、ケテルサンクチュアリ、ストイケイア、イナズマイレブン,296,DZ-BT15/075,デヴァルダム・ラセレイター,（デヴァルダム・ラセレイター）,https://cf-vanguard.com/cardlist/?cardno=DZ-BT15/075&expansion=296&view=image,https://cf-vanguard.com/wordpress/wp-content/images/cardlist/DZ-BT15/dzbt15_075.png,ノーマルユニット,ダークステイツ,デーモン,グレード 1,パワー 8000,クリティカル 1,シールド 5000,ブースト,-,スタンダード,C,song qijin,【永】【(G)】：あなたのヴァンガードが「アモン」を含むグレード３以上なら、このユニットのシールド＋5000。あなたのソウルが10枚以上なら、＋5000ではなく＋10000。,朽ちろ、朽ちろ、朽ち果てよ。魔界に弱者は不要也。
ブースターパック 【DZ-BT15】「虚影襲雷」 2026/06/19(金) 発売 収録国家：ドラゴンエンパイア、ダークステイツ、ブラントゲート、ケテルサンクチュアリ、ストイケイア、イナズマイレブン,296,DZ-BT15/076,魔獄棘臣 ミルメス,（マゴクケイシン ミルメス）,https://cf-vanguard.com/cardlist/?cardno=DZ-BT15/076&expansion=296&view=image,https://cf-vanguard.com/wordpress/wp-content/images/cardlist/DZ-BT15/dzbt15_076.png,ノーマルユニット,ダークステイツ,ヒューマン,グレード 1,パワー 8000,クリティカル 1,シールド 5000,ブースト,-,スタンダード,C,まるえ,【永】【(V)】：あなたがライドデッキから「魔獄」を含むグレード２にライドする際、『手札から１枚選び、捨てる』ではなく『【ソウルブラスト】(1)』でもライドできる。【永】【ソウル】：あなたのヴァンガードが「ファヴルニール」を含むグレード３以上なら、このカードのグレード＋１。,魔の獄に芽吹く、凶舞の茨牆。
ブースターパック 【DZ-BT15】「虚影襲雷」 2026/06/19(金) 発売 収録国家：ドラゴンエンパイア、ダークステイツ、ブラントゲート、ケテルサンクチュアリ、ストイケイア、イナズマイレブン,296,DZ-BT15/077,ヴァーミリオン・ゲートキーパー,（ヴァーミリオン・ゲートキーパー）,https://cf-vanguard.com/cardlist/?cardno=DZ-BT15/077&expansion=296&view=image,https://cf-vanguard.com/wordpress/wp-content/images/cardlist/DZ-BT15/dzbt15_077.png,ノーマルユニット,ダークステイツ,デーモン,グレード 0,パワー 6000,クリティカル 1,シールド 5000,ブースト,-,スタンダード,C,デザイン／米谷尚展　イラスト／三好載克　icon:MAMEX,【自】：このユニットがライドされた時、あなたが後攻なら、１枚引く。,魔界へ至る境界の地にて。朱赤の門番は告げた――。「来訪者よ、全ての望みを捨てよ」と。
ブースターパック 【DZ-BT15】「虚影襲雷」 2026/06/19(金) 発売 収録国家：ドラゴンエンパイア、ダークステイツ、ブラントゲート、ケテルサンクチュアリ、ストイケイア、イナズマイレブン,296,DZ-BT15/078,ブレイクアップ・ドラゴン,（ブレイクアップ・ドラゴン）,https://cf-vanguard.com/cardlist/?cardno=DZ-BT15/078&expansion=296&view=image,https://cf-vanguard.com/wordpress/wp-content/images/cardlist/DZ-BT15/dzbt15_078.png,ノーマルユニット,ブラントゲート,スペースドラゴン,グレード 3,パワー 13000,クリティカル 1,シールド -,ツインドライブ、ペルソナライド,-,スタンダード,C,saikoro,【永】【(R)】：あなたのオーダーゾーンが２枚以上なら、このユニットがリアガードにアタックする際、相手の前列のリアガードすべてとバトルする。,容赦なき光の奔流が宙を貫き、生命ある者を薙ぎ払う。
ブースターパック 【DZ-BT15】「虚影襲雷」 2026/06/19(金) 発売 収録国家：ドラゴンエンパイア、ダークステイツ、ブラントゲート、ケテルサンクチュアリ、ストイケイア、イナズマイレブン,296,DZ-BT15/079,クワイエット・サイエンティスト,（クワイエット・サイエンティスト）,https://cf-vanguard.com/cardlist/?cardno=DZ-BT15/079&expansion=296&view=image,https://cf-vanguard.com/wordpress/wp-content/images/cardlist/DZ-BT15/dzbt15_079.png,ノーマルユニット,ブラントゲート,ワービースト,グレード 2,パワー 10000,クリティカル 1,シールド 5000,インターセプト,-,スタンダード,C,豆沢,【自】：このユニットがインターセプトした時、相手のヴァンガードがグレード３以上で、あなたの前列のリアガードがいないなら、そのバトル中、このユニットのシールド＋5000。あなたの後列のリアガードがいないなら、＋5000ではなく＋15000。,天啓ってのは、静かで安らかな時間に降りてくるんだ。
ブースターパック 【DZ-BT15】「虚影襲雷」 2026/06/19(金) 発売 収録国家：ドラゴンエンパイア、ダークステイツ、ブラントゲート、ケテルサンクチュアリ、ストイケイア、イナズマイレブン,296,DZ-BT15/080,飛将の星輝兵 クリプトン,（ヒショウノスターベイダー クリプトン）,https://cf-vanguard.com/cardlist/?cardno=DZ-BT15/080&expansion=296&view=image,https://cf-vanguard.com/wordpress/wp-content/images/cardlist/DZ-BT15/dzbt15_080.png,ノーマルユニット,ブラントゲート,サイバロイド,グレード 2,パワー 10000,クリティカル 1,シールド 5000,インターセプト,-,スタンダード,C,イラスト／安達洋介　icon:MAMEX,【自】：このユニットが(R)に登場した時、あなたのヴァンガードが「星輝兵」を含むなら、【ソウルチャージ】(1)してよい。【永】【(R)】：あなたのヴァンガードが「星輝兵」を含むグレード３以上なら、このユニットは『ブースト』を得る。,星輝兵の苛烈な侵略に、この惑星は未曽有の危機に瀕した。
ブースターパック 【DZ-BT15】「虚影襲雷」 2026/06/19(金) 発売 収録国家：ドラゴンエンパイア、ダークステイツ、ブラントゲート、ケテルサンクチュアリ、ストイケイア、イナズマイレブン,296,DZ-BT15/081,無双の星輝兵 ラドン,（ムソウノスターベイダー ラドン）,https://cf-vanguard.com/cardlist/?cardno=DZ-BT15/081&expansion=296&view=image,https://cf-vanguard.com/wordpress/wp-content/images/cardlist/DZ-BT15/dzbt15_081.png,ノーマルユニット,ブラントゲート,サイバロイド,グレード 2,パワー 10000,クリティカル 1,シールド 5000,インターセプト,-,スタンダード,C,デザイン／田所哲平　イラスト／ToMo　icon:MAMEX,【永】【(V)】：相手の前列のリアガードがいないなら、あなたがライドデッキから「星輝兵 カオスブレイカー・ドラゴン」にライドする際、手札から１枚捨てずにライドできる。【自】【(R)】：このユニットがアタックした時、あなたのヴァンガードが「星輝兵」を含むグレード３以上なら、そのバトル中、このユニットのパワー＋5000。,情動無き無双は、ただ破壊だけを生み出した。
ブースターパック 【DZ-BT15】「虚影襲雷」 2026/06/19(金) 発売 収録国家：ドラゴンエンパイア、ダークステイツ、ブラントゲート、ケテルサンクチュアリ、ストイケイア、イナズマイレブン,296,DZ-BT15/082,虚ろの双刃 バイナリスター,（ウツロノソウジン バイナリスター）,https://cf-vanguard.com/cardlist/?cardno=DZ-BT15/082&expansion=296&view=image,https://cf-vanguard.com/wordpress/wp-content/images/cardlist/DZ-BT15/dzbt15_082.png,ノーマルユニット,ブラントゲート,サイバロイド,グレード 1,パワー 8000,クリティカル 1,シールド 5000,ブースト,-,スタンダード,C,イラスト／touge369　icon:MAMEX,【自】：あなたのライドフェイズにこのカードが手札から捨てられた時、あなたのヴァンガードが《リンクジョーカー》のみに属するなら、このカードを(R)に【レスト】でコールしてよい。あなたのヴァンガードのグレードが相手のヴァンガードのグレードと同じなら、コールする際、【レスト】ではなく【スタンド】でコールしてよい。,かつてリンクジョーカーは、異質かつ異形の軍勢であった。
ブースターパック 【DZ-BT15】「虚影襲雷」 2026/06/19(金) 発売 収録国家：ドラゴンエンパイア、ダークステイツ、ブラントゲート、ケテルサンクチュアリ、ストイケイア、イナズマイレブン,296,DZ-BT15/083,巨具整備士 アージャス,（キョグセイビシ アージャス）,https://cf-vanguard.com/cardlist/?cardno=DZ-BT15/083&expansion=296&view=image,https://cf-vanguard.com/wordpress/wp-content/images/cardlist/DZ-BT15/dzbt15_083.png,ノーマルユニット,ブラントゲート,ヒューマン,グレード 1,パワー 8000,クリティカル 1,シールド 5000,ブースト,-,スタンダード,C,TOH.,【自】：このユニットが手札から(R)に登場した時、【コスト】[【カウンターブラスト】(1)]することで、以下を１つ行う。・あなたのオーダーゾーンが２枚以上なら、１枚引く。・あなたのオーダーゾーンにセットオーダーが１枚以上なら、そのターン中、このユニットのパワー＋10000。３枚以上なら、＋10000ではなく＋15000。,私のドライバーで回せないネジはないっ。
ブースターパック 【DZ-BT15】「虚影襲雷」 2026/06/19(金) 発売 収録国家：ドラゴンエンパイア、ダークステイツ、ブラントゲート、ケテルサンクチュアリ、ストイケイア、イナズマイレブン,296,DZ-BT15/084,魔弾の星輝兵 ネオン,（マダンノスターベイダー ネオン）,https://cf-vanguard.com/cardlist/?cardno=DZ-BT15/084&expansion=296&view=image,https://cf-vanguard.com/wordpress/wp-content/images/cardlist/DZ-BT15/dzbt15_084.png,ノーマルユニット,ブラントゲート,サイバロイド,グレード 1,パワー 8000,クリティカル 1,シールド 5000,ブースト,-,スタンダード,C,イラスト／百瀬寿　icon:MAMEX,【自】：このユニットが「星輝兵」を含むグレード０からライドして登場した時、あなたの山札を上から７枚見て、「星輝兵」を含むカードを１枚まで選び、公開して手札に加え、山札をシャッフルする。【自】【(R)】：このユニットがブーストした時、あなたのヴァンガードが「星輝兵」を含むグレード３以上なら、そのバトル中、このユニットのパワー＋5000。,魔弾を放つ兵器は、世界を滅する為に創られた。
ブースターパック 【DZ-BT15】「虚影襲雷」 2026/06/19(金) 発売 収録国家：ドラゴンエンパイア、ダークステイツ、ブラントゲート、ケテルサンクチュアリ、ストイケイア、イナズマイレブン,296,DZ-BT15/085,真剣の星輝兵 セレン,（シンケンノスターベイダー セレン）,https://cf-vanguard.com/cardlist/?cardno=DZ-BT15/085&expansion=296&view=image,https://cf-vanguard.com/wordpress/wp-content/images/cardlist/DZ-BT15/dzbt15_085.png,ノーマルユニット,ブラントゲート,サイバロイド,グレード 0,パワー 6000,クリティカル 1,シールド 5000,ブースト,-,スタンダード,C,デザイン／田所哲平　イラスト／夕子　icon:MAMEX,【自】：このユニットがライドされた時、あなたが後攻なら、１枚引く。,その日、世界は変貌した。彼等の侵攻が始まったのだ。
ブースターパック 【DZ-BT15】「虚影襲雷」 2026/06/19(金) 発売 収録国家：ドラゴンエンパイア、ダークステイツ、ブラントゲート、ケテルサンクチュアリ、ストイケイア、イナズマイレブン,296,DZ-BT15/086,翔明の騎士 リモール,（ショウメイノキシ リモール）,https://cf-vanguard.com/cardlist/?cardno=DZ-BT15/086&expansion=296&view=image,https://cf-vanguard.com/wordpress/wp-content/images/cardlist/DZ-BT15/dzbt15_086.png,ノーマルユニット,ケテルサンクチュアリ,エンジェル,グレード 2,パワー 10000,クリティカル 1,シールド 5000,インターセプト,-,スタンダード,C,辰馬大助,【自】：このユニットが「グラムグレイス」を含むグレード３にライドされた時、あなたの山札から、あなたのヴァンガードと同名のカードを１枚まで探し、公開して手札に加え、山札をシャッフルする。,闇を裂く、光差す晴天の剣。
ブースターパック 【DZ-BT15】「虚影襲雷」 2026/06/19(金) 発売 収録国家：ドラゴンエンパイア、ダークステイツ、ブラントゲート、ケテルサンクチュアリ、ストイケイア、イナズマイレブン,296,DZ-BT15/087,冥矢の騎士 エダスケーレ,（メイシノキシ エダスケーレ）,https://cf-vanguard.com/cardlist/?cardno=DZ-BT15/087&expansion=296&view=image,https://cf-vanguard.com/wordpress/wp-content/images/cardlist/DZ-BT15/dzbt15_087.png,ノーマルユニット,ケテルサンクチュアリ,エンジェル,グレード 2,パワー 10000,クリティカル 1,シールド 5000,インターセプト,-,スタンダード,C,白井秀実,【自】：このユニットがインターセプトした時、相手のヴァンガードがグレード３以上で、あなたの前列のリアガードがいないなら、そのバトル中、このユニットのシールド＋5000。あなたの後列のリアガードがいないなら、＋5000ではなく＋15000。,汝は罪を重ねすぎた。死を以って償いとせよ。
ブースターパック 【DZ-BT15】「虚影襲雷」 2026/06/19(金) 発売 収録国家：ドラゴンエンパイア、ダークステイツ、ブラントゲート、ケテルサンクチュアリ、ストイケイア、イナズマイレブン,296,DZ-BT15/088,翔看天使 パルジエル,（ショウカンテンシ パルジエル）,https://cf-vanguard.com/cardlist/?cardno=DZ-BT15/088&expansion=296&view=image,https://cf-vanguard.com/wordpress/wp-content/images/cardlist/DZ-BT15/dzbt15_088.png,ノーマルユニット,ケテルサンクチュアリ,エンジェル,グレード 1,パワー 8000,クリティカル 1,シールド 5000,ブースト,-,スタンダード,C,モレシャン,【永】【(V)】：あなたがライドデッキから「翔明の騎士 リモール」にライドする際、『手札から１枚選び、捨てる』ではなく『【ソウルブラスト】(1)』でもライドできる。,空に異常が無いか、こいつで調べるのさ！
ブースターパック 【DZ-BT15】「虚影襲雷」 2026/06/19(金) 発売 収録国家：ドラゴンエンパイア、ダークステイツ、ブラントゲート、ケテルサンクチュアリ、ストイケイア、イナズマイレブン,296,DZ-BT15/089,秘薬の魔女 アリアンロッド,（ヒヤクノマジョ アリアンロッド）,https://cf-vanguard.com/cardlist/?cardno=DZ-BT15/089&expansion=296&view=image,https://cf-vanguard.com/wordpress/wp-content/images/cardlist/DZ-BT15/dzbt15_089.png,ノーマルユニット,ケテルサンクチュアリ,エルフ,グレード 1,パワー 8000,クリティカル 1,シールド 5000,ブースト,-,スタンダード,C,イラスト／萩谷薫　icon:MAMEX,【自】：このユニットが(R)に登場した時、１枚引いてよい。引いたなら、あなたの手札から１枚選び、捨てる。【永】【(R)】：レンアイコンを持つあなたのヴァンガードの能力のコストでこのユニットを退却させる際、２枚分として退却させてよい。,変わりたいんでしょ？ほら、好きなのを選びなさいな。
ブースターパック 【DZ-BT15】「虚影襲雷」 2026/06/19(金) 発売 収録国家：ドラゴンエンパイア、ダークステイツ、ブラントゲート、ケテルサンクチュアリ、ストイケイア、イナズマイレブン,296,DZ-BT15/090,ブラスター・ジャベリン,（ブラスター・ジャベリン）,https://cf-vanguard.com/cardlist/?cardno=DZ-BT15/090&expansion=296&view=image,https://cf-vanguard.com/wordpress/wp-content/images/cardlist/DZ-BT15/dzbt15_090.png,ノーマルユニット,ケテルサンクチュアリ,ヒューマン,グレード 1,パワー 8000,クリティカル 1,シールド 5000,ブースト,-,スタンダード,C,デザイン／伊藤彰　イラスト／TODEE　icon:MAMEX,【自】：このユニットがレンアイコンを持つ「フルバウ」からライドして登場した時、【コスト】[ライドデッキからレンアイコンを持つグレード３を１枚公開する]ことで、あなたの山札を上から７枚見て、レンアイコンを持つ守護者を持たないユニットカードを１枚まで選び、公開して手札に加え、山札をシャッフルする。【起】【ソウル/ドロップ】：【コスト】[【カウンターブラスト】(1)，ライドデッキにしたこのカードをライドデッキに表で置く]ことで、あなたの、山札かドロップからレンアイコンを持つ「ブラスター・ダーク」を１枚まで探し、公開して手札に加え、山札から探したなら、山札をシャッフルする。,忠を誓った主君の路を、貫き拓くが騎士の使命。
ブースターパック 【DZ-BT15】「虚影襲雷」 2026/06/19(金) 発売 収録国家：ドラゴンエンパイア、ダークステイツ、ブラントゲート、ケテルサンクチュアリ、ストイケイア、イナズマイレブン,296,DZ-BT15/091,れくがおん,（レクガオン）,https://cf-vanguard.com/cardlist/?cardno=DZ-BT15/091&expansion=296&view=image,https://cf-vanguard.com/wordpress/wp-content/images/cardlist/DZ-BT15/dzbt15_091.png,ノーマルユニット,ケテルサンクチュアリ,ハイビースト,グレード 1,パワー 8000,クリティカル 1,シールド 5000,ブースト,-,スタンダード,C,いぬひろ,【自】：このユニットが(R)に登場した時、あなたのドロップから守護者を持たない〈ハイビースト〉のノーマルユニットを１枚まで選び、山札の下かソウルに置く。,手遅れになんて、させないわっ！
ブースターパック 【DZ-BT15】「虚影襲雷」 2026/06/19(金) 発売 収録国家：ドラゴンエンパイア、ダークステイツ、ブラントゲート、ケテルサンクチュアリ、ストイケイア、イナズマイレブン,296,DZ-BT15/092,フルバウ,（フルバウ）,https://cf-vanguard.com/cardlist/?cardno=DZ-BT15/092&expansion=296&view=image,https://cf-vanguard.com/wordpress/wp-content/images/cardlist/DZ-BT15/dzbt15_092.png,ノーマルユニット,ケテルサンクチュアリ,ハイビースト,グレード 0,パワー 6000,クリティカル 1,シールド 5000,ブースト,-,スタンダード,C,デザイン／伊藤彰　イラスト／イシバシヨウスケ　icon:MAMEX,【自】：このユニットがライドされた時、あなたが後攻なら、１枚引く。,黒いハイドッグは、開戦を告げる嵐を呼ぶ。
ブースターパック 【DZ-BT15】「虚影襲雷」 2026/06/19(金) 発売 収録国家：ドラゴンエンパイア、ダークステイツ、ブラントゲート、ケテルサンクチュアリ、ストイケイア、イナズマイレブン,296,DZ-BT15/093,グリム・リーパー,（グリム・リーパー）,https://cf-vanguard.com/cardlist/?cardno=DZ-BT15/093&expansion=296&view=image,https://cf-vanguard.com/wordpress/wp-content/images/cardlist/DZ-BT15/dzbt15_093.png,トリガーユニット,ケテルサンクチュアリ,デーモン,グレード 0,パワー 5000,クリティカル 1,シールド 15000,ブースト,クリティカルトリガー＋10000,スタンダード,C,デザイン／THORES柴本　イラスト／士基軽太　icon:MAMEX,-,地獄に、堕ちろ！
ブースターパック 【DZ-BT15】「虚影襲雷」 2026/06/19(金) 発売 収録国家：ドラゴンエンパイア、ダークステイツ、ブラントゲート、ケテルサンクチュアリ、ストイケイア、イナズマイレブン,296,DZ-BT15/094,ダークサイド・トランペッター,（ダークサイド・トランペッター）,https://cf-vanguard.com/cardlist/?cardno=DZ-BT15/094&expansion=296&view=image,https://cf-vanguard.com/wordpress/wp-content/images/cardlist/DZ-BT15/dzbt15_094.png,トリガーユニット,ケテルサンクチュアリ,エンジェル,グレード 0,パワー 5000,クリティカル 1,シールド 15000,ブースト,クリティカルトリガー＋10000,スタンダード,C,デザイン／竜徹　イラスト／大居シシィ　icon:MAMEX,-,黒き天使が吹き鳴らすのは、終わりを知らせる死の喇叭。
ブースターパック 【DZ-BT15】「虚影襲雷」 2026/06/19(金) 発売 収録国家：ドラゴンエンパイア、ダークステイツ、ブラントゲート、ケテルサンクチュアリ、ストイケイア、イナズマイレブン,296,DZ-BT15/095,ハウルオウル,（ハウルオウル）,https://cf-vanguard.com/cardlist/?cardno=DZ-BT15/095&expansion=296&view=image,https://cf-vanguard.com/wordpress/wp-content/images/cardlist/DZ-BT15/dzbt15_095.png,トリガーユニット,ケテルサンクチュアリ,ハイビースト,グレード 0,パワー 5000,クリティカル 1,シールド 5000,ブースト,ドロートリガー＋10000,スタンダード,C,デザイン／伊藤彰　イラスト／瞑丸イヌチヨ　icon:MAMEX,-,大魔法辞典十五巻・第十五章……フルハウルソニック！！
